Symbol	chrom	start	end
OR5V1	6	29323006	29324054
OR12D3	6	29341199	29343068
OR12D2	6	29364415	29365448
OR11A1	6	29393280	29395509
OR10C1	6	29407715	29408754
OR2H1	6	29426229	29432099
MAS1L	6	29454542	29455679
LOC100507362	6	29497182	29501345
UBD	6	29523388	29527702
SNORD32B	6	29550028	29550105
OR2H2	6	29555682	29556745
GABBR1	6	29570004	29600962
MOG	6	29624757	29640149
ZFP57	6	29640168	29644931
HLA-F	6	29691116	29695073
HLA-F-AS1	6	29694377	29716826
IFITM4P	6	29718583	29718925
HCG4	6	29758807	29760850
LOC554223	6	29759682	29765584
HLA-G	6	29794755	29798899
HLA-H	6	29855382	29858856
HCG4B	6	29892368	29893428
HLA-A	6	29910246	29913661
HCG9	6	29942891	29946177
ZNRD1-AS1	6	29968787	30028961
HLA-J	6	29973747	29977733
ZNRD1	6	30029035	30032686
PPP1R11	6	30034931	30038108
RNF39	6	30038042	30043628
TRIM31	6	30070673	30080867
TRIM40	6	30104509	30116512
TRIM10	6	30119722	30128711
TRIM15	6	30130982	30140473
TRIM26	6	30152231	30181271
HLA-L	6	30227338	30234728
HCG18	6	30255173	30294933
TRIM39	6	30294620	30311506
TRIM39-RPP21	6	30297087	30314635
RPP21	6	30312905	30314635
HLA-E	6	30457182	30461982
GNL1	6	30509154	30525371
PRR3	6	30524485	30532473
ABCF1	6	30539169	30559309
MIR877	6	30552108	30552194
PPP1R10	6	30568176	30585084
MRPS18B	6	30585485	30594174
ATAT1	6	30594612	30614598
C6orf136	6	30614815	30620987
DHX16	6	30620895	30640830
PPP1R18	6	30644165	30655672
NRM	6	30655823	30659197
MDC1	6	30667583	30685458
TUBB	6	30688156	30693195
FLOT1	6	30695510	30710453
IER3	6	30710975	30712327
DDR1	6	30851860	30867933
MIR4640	6	30858659	30858749
GTF2H4	6	30875976	30881880
VARS2	6	30881981	30894235
SFTA2	6	30899126	30899952
DPCR1	6	30908776	30921998
MUC21	6	30951484	30957675
MUC22	6	30973728	31003179
HCG22	6	31021226	31027655
C6orf15	6	31078999	31080332
PSORS1C1	6	31082607	31107869
CDSN	6	31082864	31088252
PSORS1C2	6	31105310	31107127
CCHCR1	6	31110215	31126015
TCF19	6	31126302	31131992
POU5F1	6	31132113	31138451
PSORS1C3	6	31141511	31145676
HCG27	6	31165536	31171745
HLA-C	6	31236525	31239913
HLA-B	6	31321648	31324989
MICA	6	31367560	31383090
HCP5	6	31430956	31433586
HCG26	6	31439005	31440185
MICB	6	31465854	31478901
MCCD1	6	31496738	31498008
ATP6V1G2-DDX39B	6	31497995	31514625
DDX39B	6	31497995	31510252
SNORD117	6	31504150	31504226
SNORD84	6	31508877	31508955
ATP6V1G2	6	31512227	31514625
NFKBIL1	6	31514627	31526606
LTA	6	31539875	31542100
TNF	6	31543343	31546112
LTB	6	31548335	31550202
LST1	6	31553955	31556686
NCR3	6	31556659	31560762
AIF1	6	31582993	31584798
PRRC2A	6	31588449	31605554
SNORA38	6	31590855	31590987
BAG6	6	31606804	31620477
APOM	6	31620186	31625987
C6orf47	6	31626074	31628549
GPANK1	6	31629005	31634060
CSNK2B	6	31633656	31637843
LY6G5B	6	31638727	31640227
LY6G5C	6	31644460	31648150
ABHD16A	6	31654725	31671137
MIR4646	6	31668805	31668868
LY6G6F	6	31674683	31678372
LY6G6E	6	31679752	31681842
LY6G6D	6	31683132	31685581
LY6G6C	6	31686424	31689511
C6orf25	6	31691120	31694485
DDAH2	6	31694816	31698039
CLIC1	6	31698357	31704341
MSH5	6	31707724	31730455
MSH5-SAPCD1	6	31707724	31732624
SAPCD1	6	31730772	31732624
VWA7	6	31733370	31745108
VARS	6	31745296	31763712
LSM2	6	31765168	31774761
HSPA1L	6	31777395	31782835
HSPA1A	6	31783290	31785719
HSPA1B	6	31795511	31798031
C6orf48	6	31802692	31807541
SNORD48	6	31803039	31803103
SNORD52	6	31804852	31804916
NEU1	6	31826828	31830709
SLC44A4	6	31830969	31846823
EHMT2	6	31847536	31865464
C2	6	31865561	31913449
ZBTB12	6	31867393	31869769
CFB	6	31913720	31919861
RDBP	6	31919863	31926864
MIR1236	6	31924615	31924717
SKIV2L	6	31926580	31937532
DOM3Z	6	31937587	31940032
STK19	6	31938951	31981961
C4A	6	31949833	32003194
C4B	6	31949833	32003195
LOC100293534	6	31949833	32003195
CYP21A2	6	31973358	32009447
CYP21A1P	6	31973412	31976686
TNXA	6	31976196	31980800
TNXB	6	31976196	32077151
ATF6B	6	32083044	32096017
FKBPL	6	32096483	32098067
PRRT1	6	32116139	32119720
LOC100507547	6	32120578	32122142
PPT2	6	32121228	32131458
PPT2-EGFL8	6	32121775	32136062
EGFL8	6	32132381	32136062
AGPAT1	6	32135982	32145888
RNF5	6	32146161	32148570
RNF5P1	6	32146231	32148567
AGER	6	32148744	32152099
PBX2	6	32152509	32157963
GPSM3	6	32158542	32163300
NOTCH4	6	32162619	32191844
C6orf10	6	32260474	32339656
HCG23	6	32358286	32361468
BTNL2	6	32362512	32374900
HLA-DRA	6	32407618	32412826
HLA-DRB5	6	32485153	32498006
HLA-DRB6	6	32520489	32527779
HLA-DRB1	6	32546546	32557613
HLA-DQA1	6	32605182	32611429
HLA-DQB1	6	32627240	32634466
HLA-DQA2	6	32709162	32714664
HLA-DQB2	6	32723874	32731330
HLA-DOB	6	32780539	32784825
TAP2	6	32789609	32806547
PSMB8	6	32808493	32812712
LOC100507463	6	32811862	32814277
TAP1	6	32812985	32821748
PSMB9	6	32821937	32827628
LOC100294145	6	32861952	32871535
HLA-DMB	6	32902405	32908847
HLA-DMA	6	32916390	32920899
BRD2	6	32936436	32949282
HLA-DOA	6	32971959	32977389
HLA-DPA1	6	33032345	33048555
HLA-DPB1	6	33043702	33057473
HLA-DPB2	6	33080292	33096890
COL11A2	6	33130468	33160245
RXRB	6	33161361	33168473
SLC39A7	6	33168602	33172214
HSD17B8	6	33172413	33174608
MIR219-1	6	33175611	33175721
RING1	6	33176285	33180499
HCG25	6	33217312	33222667
VPS52	6	33218048	33239662
RPS18	6	33239851	33244281
B3GALT4	6	33244916	33246602
WDR46	6	33246879	33257304
PFDN6	6	33257373	33258711
RGL2	6	33259430	33267165
TAPBP	6	33267471	33282164
ZBTB22	6	33282181	33285719
DAXX	6	33286334	33290793
KIFC1	6	33359312	33377699
PHF1	6	33378772	33384230
CUTA	6	33384318	33386065
SYNGAP1	6	33387846	33421466
ZBTB9	6	33422355	33425320
BAK1	6	33540322	33548070
GGNBP1	6	33551475	33556803
LINC00336	6	33553882	33561115
ITPR3	6	33589155	33664348
MNF1	6	33664537	33679528
IP6K3	6	33689442	33714762
LEMD2	6	33738989	33756906
MLN	6	33762448	33771793
LOC100507584	6	33857287	33864684
MIR1275	6	33967748	33967828
GRM4	6	33989622	34123399
HMGA1	6	34204576	34214008
C6orf1	6	34214156	34216904
NUDT3	6	34254972	34360457
RPS10-NUDT3	6	34254972	34393902
RPS10	6	34385230	34393902
PACSIN1	6	34433837	34503000
SPDEF	6	34505578	34524110
C6orf106	6	34555065	34664625
SNRPC	6	34724870	34741634
UHRF1BP1	6	34759793	34845291
TAF11	6	34845554	34855848
ANKS1A	6	34857037	35059190
TCP11	6	35085848	35109187
SCUBE3	6	35182189	35218609
ZNF76	6	35227509	35263760
DEF6	6	35265594	35289548
PPARD	6	35310334	35395968
FANCE	6	35420137	35434881
RPL10A	6	35436177	35438558
TEAD3	6	35441373	35464861
TULP1	6	35465650	35480647
FKBP5	6	35541361	35696360
LOC285847	6	35694538	35704724
ARMC12	6	35704858	35716685
CLPSL2	6	35744391	35747329
CLPSL1	6	35748830	35755841
CLPS	6	35762758	35765121
LHFPL5	6	35773070	35791852
SRPK1	6	35800810	35888957
SLC26A8	6	35911290	35992413
MAPK14	6	35995453	36079013
MAPK13	6	36098260	36112301
BRPF3	6	36164549	36200567
PNPLA1	6	36210944	36276372
C6orf222	6	36283534	36304662
ETV7	6	36321997	36355577
PXT1	6	36358328	36410666
KCTD20	6	36410543	36458315
STK38	6	36461668	36515247
SRSF3	6	36562089	36572244
MIR3925	6	36590212	36590289
CDKN1A	6	36644236	36655116
CPNE5	6	36708554	36807220
PPIL1	6	36822605	36842800
C6orf89	6	36853639	36896740
PI16	6	36916038	36932613
MTCH1	6	36935910	36954327
FGD2	6	36973422	36996845
PIM1	6	37137921	37143204
TMEM217	6	37179953	37225931
TBC1D22B	6	37225547	37300746
RNF8	6	37321747	37362514
FTSJD2	6	37400906	37449284
CCDC167	6	37450696	37467700
MIR4462	6	37523140	37523198
MDGA1	6	37600283	37665766
ZFAND3	6	37787306	38122399
BTBD9	6	38136226	38607924
GLO1	6	38643701	38670952
DNAH8	6	38683116	38998574
LOC100131047	6	38874270	38920883
GLP1R	6	39016556	39055520
SAYSD1	6	39071839	39082865
KCNK5	6	39156746	39197251
KCNK17	6	39266776	39282237
KCNK16	6	39282473	39290330
KIF6	6	39302875	39693181
DAAM2	6	39760158	39872653
MOCS1	6	39872033	39902290
TDRG1	6	40346162	40347631
LRFN2	6	40359372	40555126
UNC5CL	6	40994639	41006938
TSPO2	6	41010236	41012076
APOBEC2	6	41020939	41032630
C6orf130	6	41034530	41040188
NFYA	6	41040706	41070146
LOC221442	6	41068772	41108573
TREML1	6	41116998	41122087
TREM2	6	41126243	41130924
TREML2	6	41157551	41168925
TREML3	6	41176291	41185685
TREML4	6	41196061	41206120
TREML2P1	6	41217114	41217327
TREM1	6	41242998	41254457
NCR2	6	41303527	41318625
FOXP4	6	41514163	41570122
MIR4641	6	41566460	41566526
MDFI	6	41606194	41621982
TFEB	6	41651715	41703997
PGC	6	41704448	41715139
FRS3	6	41737913	41747630
PRICKLE4	6	41748499	41755110
TOMM6	6	41755180	41757634
USP49	6	41765382	41863099
MED20	6	41873091	41888877
BYSL	6	41888964	41900784
CCND3	6	41902670	42016610
TAF8	6	42018250	42048644
C6orf132	6	42068856	42110715
GUCA1A	6	42123143	42147794
GUCA1B	6	42151021	42162694
MRPS10	6	42174538	42185633
TRERF1	6	42192668	42419783
UBR2	6	42531759	42661243
PRPH2	6	42664332	42690358
ATP6V0CP3	6	42695313	42695932
TBCC	6	42712233	42713884
KIAA0240	6	42788793	42836296
RPL7L1	6	42847670	42854731
C6orf226	6	42858002	42858554
PTCRA	6	42883726	42893575
CNPY3	6	42896859	42907008
GNMT	6	42928499	42931618
PEX6	6	42931610	42946981
PPP2R5D	6	42952236	42980083
MEA1	6	42979966	42981618
KLHDC3	6	42981840	42989036
RRP36	6	42989384	42997337
CUL7	6	43005354	43021683
MRPL2	6	43021766	43027242
KLC4	6	43027371	43042833
PTK7	6	43044005	43129458
SRF	6	43138919	43149244
CUL9	6	43149921	43192325
C6orf108	6	43193366	43197211
TTBK1	6	43211221	43255997
SLC22A7	6	43265997	43273276
CRIP3	6	43273210	43276530
ZNF318	6	43303807	43337181
ABCC10	6	43395291	43418163
DLK2	6	43418089	43423786
TJAP1	6	43445260	43474294
LRRC73	6	43474702	43478081
YIPF3	6	43479564	43484728
POLR1C	6	43484776	43489246
XPO5	6	43490067	43543812
POLH	6	43543877	43588260
GTPBP2	6	43588217	43596936
MAD2L1BP	6	43597278	43608688
RSPH9	6	43612766	43638748
MRPS18A	6	43638933	43655549
VEGFA	6	43737945	43754223
LOC100132354	6	43858764	43905944
C6orf223	6	43968336	43973694
MRPL14	6	44081372	44095191
TMEM63B	6	44095375	44123256
CAPN11	6	44126547	44152139
SLC29A1	6	44187241	44201888
HSP90AB1	6	44213902	44221625
SLC35B2	6	44221837	44225283
MIR4647	6	44221942	44222022
NFKBIE	6	44225902	44233525
TMEM151B	6	44238479	44247182
TCTE1	6	44247896	44265458
AARS2	6	44266462	44281063
SPATS1	6	44310396	44344904
CDC5L	6	44355250	44418161
MIR4642	6	44403377	44403459
SUPT3H	6	44794466	45345788
MIR586	6	45165410	45165507
RUNX2	6	45296053	45518819
CLIC5	6	45866189	46048085
ENPP4	6	46097700	46114436
ENPP5	6	46127761	46138717
RCAN2	6	46188466	46459804
CYP39A1	6	46517444	46620523
SLC25A27	6	46620651	46645927
TDRD6	6	46655611	46672056
PLA2G7	6	46672052	46703430
LOC100287718	6	46714653	46726954
MEP1A	6	46761093	46807519
GPR116	6	46820241	46922675
GPR110	6	46967812	47010082
TNFRSF21	6	47199267	47277680
CD2AP	6	47445524	47594996
GPR111	6	47624325	47665533
GPR115	6	47666288	47689757
OPN5	6	47749774	47794116
PTCHD4	6	47845763	48036425
MUT	6	49398072	49431041
CENPQ	6	49431095	49460820
GLYATL3	6	49467670	49495777
C6orf141	6	49518112	49519808
RHAG	6	49572889	49604587
CRISP2	6	49660070	49681303
CRISP3	6	49695091	49712168
PGK2	6	49753363	49755053
CRISP1	6	49801978	49844809
DEFB133	6	49913813	49917157
DEFB114	6	49928004	49931818
DEFB113	6	49936389	49937338
DEFB110	6	49976850	49989694
DEFB112	6	50011287	50016364
TFAP2D	6	50681256	50740746
TFAP2B	6	50786438	50815326
PKHD1	6	51480144	51952423
MIR206	6	52009146	52009232
MIR133B	6	52013720	52013839
IL17A	6	52051184	52055436
IL17F	6	52101483	52109298
MCM3	6	52128811	52149679
PAQR8	6	52226925	52272575
EFHC1	6	52284993	52360583
TRAM2	6	52362199	52441862
LOC730101	6	52529198	52533951
TMEM14A	6	52535883	52551385
GSTA7P	6	52604260	52609957
GSTA2	6	52614884	52628361
GSTA1	6	52656177	52668664
GSTA5	6	52696540	52710893
GSTA3	6	52761438	52774496
GSTA4	6	52842745	52860178
ICK	6	52866097	52926600
FBXO9	6	52929795	52965670
GCM1	6	52991759	53013624
ELOVL5	6	53132195	53213977
RPS16P5	6	53199257	53202415
GCLC	6	53362139	53409927
KLHL31	6	53512698	53530506
LRRC1	6	53659777	53788919
MLIP	6	53883713	54131078
TINAG	6	54173202	54254950
FAM83B	6	54711568	54809897
HCRTR2	6	55039070	55147418
GFRAL	6	55192266	55267291
HMGCLL1	6	55299170	55444012
BMP5	6	55620237	55740375
COL21A1	6	55921387	56112378
DST	6	56322784	56819426
BEND6	6	56819772	56892142
KIAA1586	6	56911383	56920023
ZNF451	6	56954807	57035098
BAG2	6	57037103	57050012
RAB23	6	57053581	57087078
PRIM2	6	57182421	57513376
GUSBP4	6	58246158	58287724
KHDRBS2	6	62389864	62996100
LGSN	6	63985855	64029882
PTP4A1	6	64281919	64293489
PHF3	6	64356430	64424405
EYS	6	64429875	66417118
MCART3P	6	66497771	66499376
BAI3	6	69345631	70099403
LMBRD1	6	70385640	70507049
COL19A1	6	70576447	70922157
COL9A1	6	70925742	71012786
FAM135A	6	71123106	71270877
C6orf57	6	71276624	71298606
SMAP1	6	71377478	71571716
B3GAT2	6	71571068	71666788
OGFRL1	6	71998476	72011973
MIR30C2	6	72086662	72086734
MIR30A	6	72113253	72113324
LINC00472	6	72124148	72130448
RIMS1	6	72596405	73112845
KCNQ5	6	73331570	73908573
MIR4282	6	73677409	73677476
KHDC1L	6	73933267	73935175
KHDC1	6	73951037	74019938
C6orf147	6	73983861	74020088
DPPA5	6	74062784	74063999
C6orf221	6	74072399	74073898
OOEP	6	74078279	74079515
DDX43	6	74104284	74127289
MB21D1	6	74134855	74162043
MTO1	6	74171453	74211179
EEF1A1	6	74225472	74230755
SLC17A5	6	74303101	74363737
CD109	6	74405507	74538041
COL12A1	6	75794041	75915623
COX7A2	6	75947390	75953644
TMEM30A	6	75962637	75994632
LOC100506804	6	75994729	76001580
FILIP1	6	76017799	76203496
SENP6	6	76311621	76427994
MYO6	6	76458908	76629254
IMPG1	6	76631061	76782335
HTR1B	6	78171947	78173120
IRAK1BP1	6	79577260	79608135
PHIP	6	79644135	79788011
HMGN3	6	79910961	79944455
LOC100288198	6	79943390	79946517
LCA5	6	80194707	80247147
SH3BGRL2	6	80340999	80413369
RNY4	6	80451635	80451669
C6orf7	6	80513303	80580137
ELOVL4	6	80624528	80657315
TTK	6	80714321	80752244
BCKDHB	6	80816343	81055987
FAM46A	6	82455446	82462428
IBTK	6	82879955	82957448
TPBG	6	83072922	83077133
UBE2CBP	6	83602185	83775545
DOPEY1	6	83777384	83878190
PGM3	6	83874592	83903655
RWDD2A	6	83903031	83906256
ME1	6	83920109	84140938
PRSS35	6	84222193	84235421
SNAP91	6	84262604	84419127
RIPPLY2	6	84562984	84567234
CYB5R4	6	84569369	84670146
MRAP2	6	84743419	84800605
KIAA1009	6	84833959	84937335
TBX18	6	85442215	85473954
NT5E	6	86159301	86205509
SNX14	6	86215214	86303629
SYNCRIP	6	86317501	86353043
SNHG5	6	86386724	86388451
SNORD50A	6	86387011	86387086
SNORD50B	6	86387306	86387377
HTR1E	6	87647023	87726397
CGA	6	87795215	87804865
ZNF292	6	87865268	87973406
GJB7	6	87992696	88038996
C6orf162	6	88032305	88052043
C6orf163	6	88054570	88075181
C6orf164	6	88106841	88109459
C6orf165	6	88117689	88174191
SLC35A1	6	88182642	88222057
RARS2	6	88224095	88299735
ORC3	6	88299784	88377172
AKIRIN2	6	88384577	88411985
SPACA1	6	88757506	88776550
CNR1	6	88849584	88875767
RNGTT	6	89319988	89673348
PNRC1	6	89790428	89794879
SRSF12	6	89805677	89827800
PM20D2	6	89855768	89875288
GABRR1	6	89887222	89941007
GABRR2	6	89966839	90025018
UBE2J1	6	90036343	90062619
RRAGD	6	90074334	90121995
ANKRD6	6	90142896	90343553
LYRM2	6	90341942	90348474
MDN1	6	90353230	90529442
CASP8AP2	6	90539618	90584155
GJA10	6	90604187	90605819
BACH2	6	90636246	91006627
MIR4464	6	91022460	91022552
MAP3K7	6	91223291	91297020
MIR4643	6	92231377	92231455
EPHA7	6	93949739	94129300
TSG1	6	94416800	94486199
MANEA	6	96025372	96057328
FUT9	6	96463844	96663488
UFL1	6	96969701	97003151
FHL5	6	97010423	97064512
GPR63	6	97241997	97285353
NDUFAF4	6	97337186	97345767
KLHL32	6	97372495	97588630
MIR548H3	6	97537842	97862283
MMS22L	6	97590036	97731052
MIR2113	6	98472406	98472495
POU3F2	6	99282579	99286666
FBXL4	6	99321600	99395849
FAXC	6	99720792	99797531
COQ3	6	99817347	99842082
PNISR	6	99847840	99873207
USP45	6	99880183	99963252
LOC100130890	6	99968869	99981059
CCNC	6	99990262	100016690
PRDM13	6	100054649	100063454
MCHR2	6	100367785	100442114
LOC728012	6	100441913	100524295
SIM1	6	100836749	100911551
ASCC3	6	100956607	101329224
GRIK2	6	101846860	102517958
HACE1	6	105175967	105307794
LIN28B	6	105404922	105531207
BVES	6	105544698	105585049
BVES-AS1	6	105585561	105617819
POPDC3	6	105605774	105627858
PREP	6	105725441	105850999
PRDM1	6	106534194	106557814
ATG5	6	106632351	106773695
AIM1	6	106959729	107018334
RTN4IP1	6	107018902	107077373
QRSL1	6	107077440	107116292
LOC100422737	6	107165326	107235300
C6orf203	6	107349406	107372547
BEND3	6	107386384	107435636
PDSS2	6	107473760	107780779
SOBP	6	107811316	107982513
SCML4	6	108023363	108145521
SEC63	6	108188959	108279482
OSTM1	6	108362612	108395941
NR2E1	6	108487214	108510013
SNX3	6	108532716	108582464
LACE1	6	108616097	108844251
FOXO3	6	108881025	109005971
LINC00222	6	109072856	109091145
ARMC2	6	109169618	109295352
SESN1	6	109307639	109415708
CEP57L1	6	109416355	109485115
CCDC162P	6	109615505	109629423
CD164	6	109687716	109703762
PPIL6	6	109711417	109762374
SMPD2	6	109761930	109765122
MICAL1	6	109765265	109777190
ZBTB24	6	109783718	109804440
AKD1	6	109814058	110012415
FIG4	6	110012423	110146634
GPR6	6	110300297	110301924
WASF1	6	110421021	110501207
CDC40	6	110501623	110553422
C6orf186	6	110567148	110679475
DDO	6	110713382	110736753
SLC22A16	6	110745891	110797844
CDK19	6	110931180	111136412
AMD1	6	111195986	111216913
GTF3C6	6	111279762	111289091
RPF2	6	111303290	111346794
GSTM2P1	6	111367621	111368757
SLC16A10	6	111408780	111544606
KIAA1919	6	111580481	111590261
REV3L	6	111620233	111804414
TRAF3IP2-AS1	6	111804674	111923497
TRAF3IP2	6	111876580	111927477
FYN	6	111981534	112194655
WISP3	6	112375277	112390887
TUBE1	6	112391859	112408751
C6orf225	6	112408673	112423993
LAMA4	6	112429133	112575917
RFPL4B	6	112668531	112672498
MARCKS	6	114178526	114184652
LOC285758	6	114189178	114194512
FLJ34503	6	114225550	114242806
HDAC2	6	114257319	114292359
HS3ST5	6	114376749	114384041
FRK	6	116262692	116381921
TPI1P3	6	116359893	116361107
NT5DC1	6	116421998	116566853
COL10A1	6	116440084	116447296
TSPYL4	6	116571130	116575261
TSPYL1	6	116596021	116601280
DSE	6	116601282	116759442
FAM26F	6	116782532	116784934
BET3L	6	116817650	116866773
FAM26E	6	116832807	116839709
FAM26D	6	116850175	116880031
RWDD1	6	116892582	116914436
RSPH4A	6	116937641	116954148
ZUFSP	6	116956780	116989973
KPNA5	6	117002366	117063030
FAM162B	6	117073359	117086886
GPRC6A	6	117113247	117150198
RFX6	6	117198375	117253326
VGLL2	6	117586720	117594728
ROS1	6	117609529	117747018
DCBLD1	6	117803819	117891020
GOPC	6	117881432	117923705
NUS1	6	117996616	118031886
SLC35F1	6	118228688	118638839
CEP85L	6	118781934	119031238
BRD7P3	6	118822535	118824996
PLN	6	118869441	118881587
LOC100287632	6	119103870	119104581
MCM9	6	119134611	119256327
ASF1A	6	119215240	119230335
FAM184A	6	119280995	119470358
MIR548B	6	119390211	119390308
MAN1A1	6	119498365	119670931
LOC285762	6	119773711	119812467
C6orf170	6	121400626	121655644
GJA1	6	121756744	121770873
HSF2	6	122720695	122754264
SERINC1	6	122764492	122792952
PKIB	6	122793061	123047518
FABP7	6	123100645	123105218
SMPDL3A	6	123109970	123130864
CLVS2	6	123317581	123385063
TRDN	6	123537483	123958238
NKAIN2	6	124125068	125146786
STL	6	125229391	125284173
RNF217	6	125304513	125404661
TPD52L1	6	125474878	125584644
HDDC2	6	125596495	125623282
LOC643623	6	125995498	126041364
HEY2	6	126070731	126082415
NCOA7	6	126102306	126253176
HINT3	6	126277860	126301389
TRMT11	6	126307575	126360420
CENPW	6	126661252	126669754
RSPO3	6	127440047	127518184
RNF146	6	127587826	127609705
ECHDC1	6	127609856	127664754
C6orf174	6	127759550	127840500
KIAA0408	6	127759550	127780535
C6orf58	6	127898318	127912963
THEMIS	6	128029338	128239776
PTPRK	6	128289923	128841870
LAMA2	6	129204285	129837710
ARHGAP18	6	129898239	130031370
C6orf191	6	130152388	130182416
L3MBTL3	6	130339727	130462594
SAMD3	6	130465446	130686570
TMEM200A	6	130687425	130764210
LOC100507203	6	131148544	131158276
EPB41L2	6	131160487	131384462
AKAP7	6	131456825	131604675
ARG1	6	131894343	131905472
MED23	6	131895105	131949379
ENPP3	6	131958441	132068550
OR2A4	6	132021608	132022541
CTAGE9	6	132029580	132032157
ENPP1	6	132129155	132216295
CTGF	6	132269316	132272518
LOC100507254	6	132455117	132490514
MOXD1	6	132617193	132722664
STX7	6	132778662	132834337
TAAR9	6	132859426	132860475
TAAR8	6	132873831	132874860
TAAR6	6	132891460	132892498
TAAR5	6	132909730	132910877
TAAR3	6	132929363	132930441
TAAR2	6	132938288	132945414
TAAR1	6	132966122	132967142
VNN1	6	133001996	133035194
VNN3	6	133043925	133055904
VNN2	6	133065008	133084598
C6orf192	6	133090506	133119747
RPS12	6	133135707	133138703
SNORD101	6	133136445	133136518
SNORD100	6	133137940	133138016
SNORA33	6	133138357	133138490
LINC00326	6	133409218	133427717
EYA4	6	133562494	133853258
MGC34034	6	134142284	134175130
TCF21	6	134210258	134216675
TBPL1	6	134273307	134308638
SLC2A12	6	134308718	134373789
HMGA1P7	6	134435110	134438818
SGK1	6	134490383	134639196
LOC154092	6	134758853	134825158
ALDH8A1	6	135238527	135271260
HBS1L	6	135281516	135376036
MIR3662	6	135300475	135300570
MYB	6	135502452	135540311
AHI1	6	135605109	135818903
LINC00271	6	135818938	136011976
PDE7B	6	136172833	136516709
FAM54A	6	136552167	136571449
BCLAF1	6	136578000	136610989
MAP7	6	136663418	136871957
MAP3K5	6	136878186	137113656
PEX7	6	137143701	137235072
SLC35D3	6	137243401	137246776
NHEG1	6	137303295	137314368
IL20RA	6	137321107	137366298
IL22RA2	6	137464956	137494785
IFNGR1	6	137518620	137540567
OLIG3	6	137813335	137815531
TNFAIP3	6	138188324	138204451
PERP	6	138409641	138428660
KIAA1244	6	138483052	138665800
PBOV1	6	138537126	138539627
HEBP2	6	138725335	138734582
NHSL1	6	138743180	138893668
MIR3145	6	138756349	138756431
FLJ46906	6	139012804	139018425
LOC100507462	6	139046347	139094816
CCDC28A	6	139094656	139114456
ECT2L	6	139117247	139225207
REPS1	6	139225619	139309398
C6orf115	6	139349818	139364439
HECA	6	139456248	139501946
TXLNB	6	139561198	139613208
CITED2	6	139693391	139695787
LOC645434	6	139790131	139795733
LOC100132735	6	140092209	140181608
MIR3668	6	140526388	140526463
MIR4465	6	141004950	141005020
NMBR	6	142396744	142409936
VTA1	6	142468409	142542085
GPR126	6	142623055	142767403
LOC153910	6	142847591	142959026
HIVEP2	6	143072603	143266338
LOC100507489	6	143287558	143358719
AIG1	6	143382022	143661441
ADAT2	6	143743968	143771841
PEX3	6	143771917	143811751
FUCA2	6	143815948	143833020
LOC285740	6	143875466	143890476
PHACTR2	6	143929316	144152322
LTV1	6	144164507	144184943
ZC2HC1B	6	144185572	144259483
PLAGL1	6	144261436	144385735
HYMAI	6	144324033	144329867
SF3B5	6	144416017	144416754
STX11	6	144471653	144513076
UTRN	6	144612872	145174170
EPM2A	6	145946439	146056991
LOC100507557	6	146056004	146207721
FBXO30	6	146119271	146135921
SHPRH	6	146205944	146285233
GRM1	6	146348781	146758734
RAB32	6	146864827	146876086
ADGB	6	146920135	147136597
LOC729176	6	147122804	147124960
LOC729178	6	147162524	147525750
STXBP5	6	147525493	147711612
SAMD5	6	147829827	147891157
SASH1	6	148663728	148873184
UST	6	149068270	149398126
LOC100128176	6	149275396	149285820
TAB2	6	149639435	149732747
SUMO4	6	149721494	149722182
ZC3H12D	6	149768765	149806148
PPIL4	6	149825630	149867238
C6orf72	6	149887527	149912067
KATNA1	6	149916010	149969940
LATS1	6	149979288	150039392
NUP43	6	150045456	150067688
PCMT1	6	150070830	150132557
LRP11	6	150139893	150185480
LOC100652739	6	150184633	150240644
RAET1E	6	150204510	150217195
RAET1G	6	150238013	150244214
ULBP2	6	150263135	150270368
ULBP1	6	150285142	150294846
RAET1K	6	150319154	150326280
RAET1L	6	150341265	150346668
ULBP3	6	150385742	150390202
PPP1R14C	6	150464187	150571528
IYD	6	150690027	150725765
PLEKHG1	6	150920998	151164799
MTHFD1L	6	151186814	151423023
AKAP12	6	151561133	151679694
ZBTB2	6	151685249	151712677
RMND1	6	151725896	151773316
C6orf211	6	151773421	151791232
C6orf97	6	151815174	151942328
ESR1	6	152011630	152424408
SYNE1	6	152442818	152958534
MYCT1	6	153019029	153045715
VIP	6	153071931	153080902
FBXO5	6	153291657	153304740
MTRF1L	6	153308399	153323925
RGS17	6	153332031	153452389
OPRM1	6	154331630	154568001
IPCEF1	6	154475617	154677900
CNKSR3	6	154726432	154831753
SCAF8	6	155054511	155155194
TIAM2	6	155411422	155578857
TFB1M	6	155577263	155635617
CLDN20	6	155585146	155597682
NOX3	6	155716501	155777037
ARID1B	6	157099063	157531913
MIR4466	6	157100811	157100865
TMEM242	6	157710053	157745253
ZDHHC14	6	157802556	158094977
MIR3692	6	157950163	157950232
SNX9	6	158244293	158366109
SYNJ2	6	158402887	158520207
SERAC1	6	158530535	158589312
GTF2H5	6	158589378	158620376
TULP4	6	158733691	158932856
TMEM181	6	158957467	159056467
DYNLT1	6	159057506	159065804
SYTL3	6	159071045	159185908
MIR3918	6	159185692	159185785
EZR	6	159186772	159240456
